USUARIO;MES;FECHA;TECNICO;INICIO;FINAL;TIEMPO ATENCION;CONTACTO;CLIENTE;LINEA;CANAL;VENDEDOR;MARCA;MODELO;SERIE;TIPO DE ATENCION;MOTIVO;MOTIVO DE LA ATENCIÓN;DESCRIPCIÓN DE LA ACTIVIDAD;TEMA
CESAR CORAS;Noviembre;21/11/2025;CCORAS;12:15;12:35;00:20;;ELECTRONICA OLIVERA S.R.L;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;27/11/2025;CCORAS;12:45;12:55;00:10;;ELECTRONICA OLIVERA S.R.L;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;09:45;10:05;00:20;;ELECTRONICA OLIVERA S.R.L;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Enero;02/01/2026;CCORAS;10:15;10:45;00:30;;ELECTRONICA OLIVERA S.R.L;74DAHUA;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Enero;08/01/2026;CCORAS;11:00;11:15;00:15;;;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;09/01/2026;CCORAS;11:00;11:15;00:15;;;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;16/01/2026;CCORAS;10:00;10:15;00:15;;;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;23/01/2026;CCORAS;11:55;12:15;00:20;;;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Enero;29/01/2026;CCORAS;17:15;17:45;00:30;;;15EQUIPCOM;INTEGRADOR;OFICINA;TP-LINK;TL-WA850RE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
JUAN ARAUCO;OCTUBRE;23/11/2025;JARAUCO;16:30;18:00;01:30;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG108;22341C8003770;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;24/10/2025;JARAUCO;09:00;10:30;01:30;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;UB400;221C640003906;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;24/10/2025;JARAUCO;10:30;11:30;01:00;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;ARCHER C58HP;22382M1000527;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
JUAN ARAUCO;OCTUBRE;28/10/2025;JARAUCO;15:30;16:00;00:30;;IP SECURITY GROUP S.A.C;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;SD49225DB-HNY;9J093B1PAJB3D62;PRESENCIAL;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICO DE PRODUCTOS POR GARANTIA ;
DAHAINA ESPINOZA;OCTUBRE;15/10/2025;ESPINOZA;09:30;09:50;00:20;;TECNOLOGÍAS AVANZADAS EN ELECTRONICA ELECTRICIDAD Y MECÁNICA S.A.C ;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;NVR1108HS-S3/H;9L007C3PAZFEE06;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;OCTUBRE;17/10/2025;ESPINOZA;10:20;10:40;00:20;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA ;86IMOU;MINORISTA;OLENKA ROBLES;IMOU; IPC-A22E-G-IMOU;9E0DDCEPAZ2D16E;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
DAHAINA ESPINOZA;OCTUBRE;17/10/2025;ESPINOZA;10:50;11:20;00:30;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA ;86IMOU;MINORISTA;OLENKA ROBLES;IMOU;IPC-A22E-G-IMOU;9E0DDCEPAZ4A123;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
DAHAINA ESPINOZA;OCTUBRE;17/10/2025;ESPINOZA;11:30;12:00;00:30;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA ;86IMOU;MINORISTA;OLENKA ROBLES;IMOU;IPC-A22E-G-IMOU;9E0DDCEPAZBB77E;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
DAHAINA ESPINOZA;OCTUBRE;22/10/2025;ESPINOZA;11:10;11:30;00:20;;WIFIMAX PERU E.I.R.L. ;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG108;22341C8003770;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;OCTUBRE;22/10/2025;ESPINOZA;11:40;12:00;00:20;;WIFIMAX PERU E.I.R.L. ;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;ARCHER C58HP;22382M1000527;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;OCTUBRE;22/10/2025;ESPINOZA;12:30;12:50;00:20;;WIFIMAX PERU E.I.R.L. ;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;UB400;221C640003906;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;05/11/2025;ESPINOZA;11:20;11:40;00:20;;C & N DISTRIBUCION Y PROYECTOS S.A.C.;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;DH-XVR5116HS-I3;BD04604PAJ3E855;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;NOVIEMBRE;07/11/2025;ESPINOZA;11:50;12:10;00:20;;IP SECURITY GROUP S.A.C;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;SD49225DB-HNY;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;NOVIEMBRE;11/11/2025;ESPINOZA;09:20;09:40;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG108;22341C8003770;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;11/11/2025;ESPINOZA;09:50;10:10;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG108;22341C8003770;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;11/11/2025;ESPINOZA;10:20;10:40;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;UB400;221C640003906;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;11/11/2025;ESPINOZA;10:50;11:10;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;ARCHER C58HP;22382M1000527;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;28/11/2025;ESPINOZA;10:20;10:40;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG108;22341C8003770;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;28/11/2025;ESPINOZA;11:50;12:10;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG108;22341C8003770;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;28/11/2025;ESPINOZA;12:20;12:40;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;UB400;221C640003906;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;NOVIEMBRE;28/11/2025;ESPINOZA;12:50;13:10;00:20;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;ARCHER C58HP;22382M1000527;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
DAHAINA ESPINOZA;DICIEMBRE;03/12/2025;ESPINOZA;09:30;10:00;00:30;;E & S TECNOPIURA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-SG1016D;22362J4000739;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;ENERO;01/01/2026;ESPINOZA;;;00:00;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;IMOU;IPC-A22E-G-IMOU;9E0DDCEPAZ4A123;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
DAHAINA ESPINOZA;ENERO;02/01/2026;ESPINOZA;;;00:00;;WIFIMAX PERU E.I.R.L.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK; TL-SG108;22341C8003770;REMOTO;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICA DE PRODUCTOS POR GARANTIA;
DAHAINA ESPINOZA;ENERO;05/01/2026;ESPINOZA;;;00:00;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;IMOU;IPC-A22E-G-IMOU;9E0DDCEPAZ4A123;REMOTO;GARANTIA;GARANTIA;REVISION Y DIAGNOSTICA DE PRODUCTOS POR GARANTIA;
DAHAINA ESPINOZA;ENERO;05/01/2026;ESPINOZA;;;00:00;;COMPUUSA E.I.R.LTDA.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK; TAPO C500;223B4K2002121;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
DAHAINA ESPINOZA;ENERO;28/01/2025;ESPINOZA;;;00:00;;COMPUUSA E.I.R.LTDA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TPLINK;TAPO C500;223B4K2002121;REMOTO;;;;
DAHAINA ESPINOZA;ENERO;07/01/2026;ESPINOZA;;;00:00;;CONSORCIO ELECTRONIC SAC;86IMOU;INTEGRADOR;OLENKA ROBLES;IMOU;IPC-A22E-L-IMOU;9K0659CPAZB86B7;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
DAHAINA ESPINOZA;ENERO;12/01/2026;ESPINOZA;;;00:00;;KROTON;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;SM5110-SR;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
DAHAINA ESPINOZA;ENERO;12/01/2026;ESPINOZA;;;00:00;;KROTON;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;SG3428X-M2;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
CESAR CORAS;OCTUBRE;01/10/2025;CCORAS;09:00;09:15;00:15;;;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;02/10/2025;CCORAS;11:50;12:10;00:20;;;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5216AN-4KL-X;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;02/10/2025;CCORAS;17:10;17:40;00:30;;;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;03/10/2025;CCORAS;16:40;17:10;00:30;;;74DAHUA;INTEGRADOR;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Octubre;08/10/2025;CCORAS;15:10;15:30;00:20;;;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;09/10/2025;CCORAS;09:00;09:20;00:20;;;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;09/10/2025;CCORAS;14:35;15:00;00:25;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;HAC-HDW1200M-S4;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;10/10/2025;CCORAS;12:45;13:00;00:15;;KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;13/10/2025;CCORAS;17:20;17:40;00:20;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;PRESENCIAL;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;14/10/2025;CCORAS;14:20;14:40;00:20;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;14/10/2025;CCORAS;12:50;13:10;00:20;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;14/10/2025;CCORAS;17:05;17:20;00:15;;IP SECURITY GROUP S.A.C;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;16/10/2025;CCORAS;14:00;15:20;01:20;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;CAPACITACION;CAPACITACION;CAPACITACIÓN A CLIENTES FINALES DE LAS DIFERENTES LÍNEAS;ANALITICAS DE VIDEO
CESAR CORAS;Octubre;16/10/2025;CCORAS;17:10;17:40;00:30;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;CAPACITACION;CAPACITACION;CAPACITACIÓN A CLIENTES FINALES DE LAS DIFERENTES LÍNEAS;ANALITICAS DE VIDEO
CESAR CORAS;Octubre;17/10/2025;CCORAS;14:00;14:10;00:10;;IP SECURITY GROUP S.A.C;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;17/10/2025;CCORAS;11:50;12:05;00:15;;KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;CONFIGURACION;CONFIGURACIÓN A CLIENTES FINALES;;
CESAR CORAS;Octubre;21/10/2025;CCORAS;09:20;09:40;00:20;;KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;CONFIGURACION;CONFIGURACIÓN A CLIENTES FINALES;;
CESAR CORAS;Octubre;21/10/2025;CCORAS;14:40;15:10;00:30;; KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;22/10/2025;CCORAS;14:20;14:30;00:10;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;PRESENCIAL;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;24/10/2025;CCORAS;10:45;11:15;00:30;;NEO STORE PERU S.A.C.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;24/10/2025;CCORAS;11:45;12:05;00:20;;KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;CONFIGURACION;CONFIGURACIÓN A CLIENTES FINALES;;
CESAR CORAS;Octubre;24/10/2025;CCORAS;14:15;14:45;00:30;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;PRESENCIAL;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;27/10/2025;CCORAS;15:15;15:30;00:15;;NEO STORE PERU S.A.C.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;28/10/2025;CCORAS;10:00;10:40;00:40;; KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;;
CESAR CORAS;Octubre;29/10/2025;CCORAS;15:15;15:30;00:15;; KING SOLUCIONES S.A.C.;74DAHUA;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Octubre;30/10/2025;CCORAS;12:45;13:00;00:15;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;74DAHUA;INTEGRADOR;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Noviembre;12/11/2025;CCORAS;15:30;15:55;00:25;;NEO STORE PERU S.A.C.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Noviembre;17/11/2025;CCORAS;09:55;11:55;02:00;; KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Noviembre;26/11/2025;CCORAS;17:40;18:05;00:25;;NEO STORE PERU S.A.C.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Diciembre;01/12/2025;CCORAS;16:40;16:55;00:15;; KING SOLUCIONES S.A.C.;34WIFIEXT;MINORISTA;OLENKA ROBLES;UBIQUITI;R5AC-LITE;;REMOTO;GARANTIA;GARANTIA;REVISIÓN Y DIAGNÓSTICO DE PRODUCTOS POR GARANTÍA;
CESAR CORAS;Diciembre;03/12/2025;CCORAS;11:20;11:35;00:15;; KING SOLUCIONES S.A.C.;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5104HS-I3;;REMOTO;GARANTIA;PRUEBA DE EQUIPOS Y REVISIONES;VERIFICACIÓN DE OPERATIVIDAD DE EQUIPOS Y DIAGNÓSTICOS FINAL;
CESAR CORAS;Diciembre;05/12/2025;CCORAS;12:15;12:45;00:30;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Diciembre;05/12/2025;CCORAS;14:20;14:35;00:15;;EL DIAL;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;NVR5424-24P-4KS2;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;11:00;11:40;00:40;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;12:35;12:50;00:15;;NEO STORE PERU S.A.C.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;14:25;14:40;00:15;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;14:50;15:30;00:40;;IP SECURITY GROUP S.A.C;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5216AN-4KL-X;;REMOTO;PREVENTA;PREVENTA;IDENTIFICACIÓN DE EQUIPOS SOLICITADOS PARA SOLUCIONES O PROYECTOS;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;15:35;16:15;00:40;;KING SOLUCIONES S.A.C.;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;CONSULTA TECNICA;CONSULTA TECNICA;ASESORÍA RESPECTO A LAS FUNCIONES Y USOS DE LOS EQUIPOS;
CESAR CORAS;Diciembre;10/12/2025;CCORAS;17:15;17:45;00:30;;KING SOLUCIONES S.A.C.;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5104HS-I3;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Diciembre;11/12/2025;CCORAS;09:00;09:20;00:20;;NEO STORE PERU S.A.C.;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TL-WR841HP;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Diciembre;11/12/2025;CCORAS;15:55;16:35;00:40;;DL NEGOCIOS PERU SOCIEDAD ANONIMA CERRADA;15EQUIPCOM;MINORISTA;OLENKA ROBLES;TP-LINK;TAPO-C200;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
CESAR CORAS;Diciembre;12/12/2025;CCORAS;11:55;12:25;00:30;;KING SOLUCIONES S.A.C.;74DAHUA;MINORISTA;OLENKA ROBLES;DAHUA;XVR5108HS-I3;;REMOTO;CONFIGURACION;CONFIGURACIÓN CLIENTE FINAL;CONFIGURACIÓN A CLIENTES FINALES;
